protein,ligand,model_id,energy,cx,cy,cz
mut_N102T,heme_Fe,52,-5.42,-0.178,-0.009555555555555555,-0.04448888888888889
mut_N102T,heme_Fe,53,-5.95,-0.1728888888888889,-0.025111111111111112,-0.04448888888888889
mut_N102T,heme_Fe,54,-5.03,-0.16155555555555556,-0.016,-0.04448888888888889
mut_N102T,heme_Fe,55,-7.75,-0.1537777777777778,-0.08488888888888889,-0.04448888888888889
mut_N102T,heme_Fe,56,-8.3,-0.17,-0.08155555555555556,-0.04448888888888889
mut_N102T,heme_Fe,57,-9.98,-0.2571111111111111,-0.030444444444444448,-0.04448888888888889
mut_N102T,heme_Fe,58,-4.09,-0.15755555555555556,0.00022222222222222218,-0.04448888888888889
mut_N102T,heme_Fe,59,-7.68,-0.162,-0.07622222222222222,-0.04448888888888889
mut_N102T,heme_Fe,60,-5.25,-0.16533333333333333,-0.016666666666666666,-0.04448888888888889
mut_N102T,heme_Fe,61,-12.05,-0.268,-0.06622222222222222,-0.04448888888888889
mut_N102T,heme_Fe,62,-6.34,-0.14133333333333334,-0.06555555555555556,-0.04448888888888889
mut_N102T,heme_Fe,63,-7.41,-0.138,-0.0928888888888889,-0.04448888888888889
mut_N102T,heme_Fe,64,-7.54,-0.18355555555555556,-0.050444444444444445,-0.04448888888888889
mut_N102T,heme_Fe,65,-6.91,-0.1751111111111111,-0.043333333333333335,-0.04448888888888889
mut_N102T,heme_Fe,66,-5.7,-0.1302222222222222,-0.06311111111111112,-0.04448888888888889
mut_N102T,heme_Fe,67,-11.62,-0.2757777777777778,-0.04844444444444444,-0.04448888888888889
mut_N102T,heme_Fe,68,-7.29,-0.16977777777777778,-0.058,-0.04448888888888889
mut_N102T,heme_Fe,69,-5.65,-0.17466666666666666,-0.016666666666666666,-0.04448888888888889
mut_N102T,heme_Fe,70,-8.63,-0.20022222222222222,-0.058222222222222224,-0.04448888888888889
mut_N102T,heme_Fe,71,-5.31,-0.176,-0.009555555555555555,-0.04448888888888889
mut_N102T,heme_Fe,72,-7.93,-0.17333333333333334,-0.06911111111111111,-0.04448888888888889
mut_N102T,heme_Fe,73,-4.72,-0.17044444444444445,-0.0008888888888888889,-0.04448888888888889
mut_N102T,heme_Fe,74,-5.43,-0.17177777777777778,-0.014888888888888889,-0.04448888888888889
mut_N102T,heme_Fe,75,-6.86,-0.17666666666666667,-0.042444444444444444,-0.04448888888888889
mut_N102T,heme_Fe,76,-7.81,-0.15666666666666668,-0.08266666666666667,-0.04448888888888889
mut_N102T,heme_Fe,77,-5.98,-0.1797777777777778,-0.02022222222222222,-0.04448888888888889
mut_N102T,heme_Fe,78,-6.24,-0.18244444444444444,-0.021777777777777778,-0.04448888888888889
mut_N102T,heme_Fe,79,-8.22,-0.208,-0.04022222222222222,-0.04448888888888889
mut_N102T,heme_Fe,80,-7.68,-0.15711111111111112,-0.08022222222222222,-0.04448888888888889
mut_N102T,heme_Fe,81,-5.84,-0.1751111111111111,-0.02,-0.04448888888888889
mut_N102T,heme_Fe,82,-7.63,-0.15911111111111112,-0.07755555555555556,-0.04448888888888889
mut_N102T,heme_Fe,83,-7.4,-0.16777777777777778,-0.06244444444444444,-0.04448888888888889
mut_N102T,heme_Fe,84,-5.64,-0.14133333333333334,-0.051333333333333335,-0.04448888888888889
mut_N102T,heme_Fe,85,-7.05,-0.2031111111111111,-0.018666666666666665,-0.04448888888888889
mut_N102T,heme_Fe,86,-7.32,-0.2108888888888889,-0.017333333333333333,-0.04448888888888889
mut_N102T,heme_Fe,87,-6.29,-0.1708888888888889,-0.035777777777777776,-0.04448888888888889
mut_N102T,heme_Fe,88,-12.24,-0.27444444444444444,-0.06466666666666666,-0.04448888888888889
mut_N102T,heme_Fe,89,-6.16,-0.12311111111111112,-0.07977777777777778,-0.04448888888888889
mut_N102T,heme_Fe,90,-5.95,-0.16955555555555557,-0.030000000000000002,-0.04448888888888889
mut_N102T,heme_Fe,91,-5.12,-0.16577777777777777,-0.012888888888888889,-0.04448888888888889
mut_N102T,heme_Fe,92,-10.26,-0.25822222222222224,-0.036222222222222225,-0.04448888888888889
mut_N102T,heme_Fe,93,-6.84,-0.15688888888888888,-0.06222222222222222,-0.04448888888888889
mut_N102T,heme_Fe,94,-7.81,-0.15466666666666667,-0.08488888888888889,-0.04448888888888889
mut_N102T,heme_Fe,95,-8.64,-0.19955555555555557,-0.05888888888888889,-0.04448888888888889
mut_N102T,heme_Fe,96,-8.34,-0.17333333333333334,-0.07955555555555556,-0.04448888888888889
mut_N102T,heme_Fe,97,-7.63,-0.1771111111111111,-0.058222222222222224,-0.04448888888888889
mut_N102T,heme_Fe,98,-5.34,-0.16533333333333333,-0.01911111111111111,-0.04448888888888889
mut_N102T,heme_Fe,99,-5.67,-0.16533333333333333,-0.026444444444444444,-0.04448888888888889
mut_N102T,heme_Fe,100,-5.56,-0.16555555555555557,-0.023555555555555555,-0.04448888888888889
mut_N102T,heme_O2,1,-5.05,-0.1148936170212766,-0.05489361702127659,-0.04259574468085106
mut_N102T,heme_O2,2,-4.71,-0.15574468085106383,-0.008297872340425533,-0.04259574468085106
mut_N102T,heme_O2,3,-7.36,-0.16361702127659575,-0.05553191489361702,-0.04259574468085106
mut_N102T,heme_O2,4,-4.38,-0.11829787234042553,-0.0374468085106383,-0.04259574468085106
mut_N102T,heme_O2,5,-3.9,-0.1451063829787234,-0.0014893617021276596,-0.04259574468085106
mut_N102T,heme_O2,6,-4.28,-0.10297872340425532,-0.05127659574468085,-0.04259574468085106
mut_N102T,heme_O2,7,-4.49,-0.09702127659574468,-0.06148936170212766,-0.04259574468085106
mut_N102T,heme_O2,8,-6.86,-0.14382978723404255,-0.06553191489361702,-0.04259574468085106
mut_N102T,heme_O2,9,-4.34,-0.1472340425531915,-0.008297872340425533,-0.04259574468085106
mut_N102T,heme_O2,10,-3.78,-0.1453191489361702,0.001276595744680851,-0.04259574468085106
mut_N102T,heme_O2,11,-5.66,-0.13489361702127659,-0.04829787234042553,-0.04259574468085106
mut_N102T,heme_O2,12,-3.46,-0.13617021276595745,-0.000851063829787234,-0.04259574468085106
mut_N102T,heme_O2,13,-4.71,-0.09680851063829787,-0.06680851063829787,-0.04259574468085106
mut_N102T,heme_O2,14,-3.86,-0.10319148936170212,-0.04170212765957447,-0.04259574468085106
mut_N102T,heme_O2,15,-5.47,-0.13340425531914893,-0.046170212765957445,-0.04259574468085106
mut_N102T,heme_O2,16,-4.14,-0.12617021276595744,-0.024893617021276595,-0.04259574468085106
mut_N102T,heme_O2,17,-3.66,-0.13553191489361702,-0.005106382978723404,-0.04259574468085106
mut_N102T,heme_O2,18,-5.19,-0.15106382978723404,-0.021914893617021276,-0.04259574468085106
mut_N102T,heme_O2,19,-6.32,-0.12872340425531914,-0.06872340425531914,-0.04259574468085106
mut_N102T,heme_O2,20,-5.81,-0.15978723404255318,-0.0274468085106383,-0.04259574468085106
mut_N102T,heme_O2,21,-3.5,-0.13893617021276597,0.000851063829787234,-0.04259574468085106
mut_N102T,heme_O2,22,-5.36,-0.16914893617021276,-0.008297872340425531,-0.04259574468085106
